# Compile of axi4_lite_Defs.sv was successful.
# Compile of axi4_lite_if.sv was successful.
# Compile of axi4_lite_master.sv was successful.
# Compile of axi4_lite_slave.sv was successful.
# Compile of Top.sv was successful.
# 5 compiles, 0 failed with no errors.
vsim -gui work.Top
# Address: 000008be | Write Data: 00008f6c | Read Data: 00008f6c | Data Match
# Address: 000008bf | Write Data: 0000f8d7 | Read Data: 0000f8d7 | Data Match
# Address: 000008c0 | Write Data: 0000e758 | Read Data: 0000e758 | Data Match
# Address: 000008c1 | Write Data: 0000b37f | Read Data: 0000b37f | Data Match
# Address: 000008c2 | Write Data: 00000974 | Read Data: 00000974 | Data Match
# Address: 000008c3 | Write Data: 0000d06e | Read Data: 0000d06e | Data Match
# Address: 000008c4 | Write Data: 0000a2c2 | Read Data: 0000a2c2 | Data Match
# Address: 000008c5 | Write Data: 0000f2a5 | Read Data: 0000f2a5 | Data Match
# Address: 000008c6 | Write Data: 00009e18 | Read Data: 00009e18 | Data Match
# Address: 000008c7 | Write Data: 00000bf3 | Read Data: 00000bf3 | Data Match
# Address: 000008c8 | Write Data: 00009086 | Read Data: 00009086 | Data Match
# Address: 000008c9 | Write Data: 0000bdab | Read Data: 0000bdab | Data Match
# Address: 000008ca | Write Data: 0000a8d9 | Read Data: 0000a8d9 | Data Match
# Address: 000008cb | Write Data: 0000b4a5 | Read Data: 0000b4a5 | Data Match
# Address: 000008cc | Write Data: 00004a56 | Read Data: 00004a56 | Data Match
# Address: 000008cd | Write Data: 0000f457 | Read Data: 0000f457 | Data Match
# Address: 000008ce | Write Data: 000085fe | Read Data: 000085fe | Data Match
# Address: 000008cf | Write Data: 00000557 | Read Data: 00000557 | Data Match
# Address: 000008d0 | Write Data: 0000ec94 | Read Data: 0000ec94 | Data Match
# Address: 000008d1 | Write Data: 00001885 | Read Data: 00001885 | Data Match
# Address: 000008d2 | Write Data: 0000d5e9 | Read Data: 0000d5e9 | Data Match
# Address: 000008d3 | Write Data: 00007387 | Read Data: 00007387 | Data Match
# Address: 000008d4 | Write Data: 0000d89f | Read Data: 0000d89f | Data Match
# Address: 000008d5 | Write Data: 00000e6b | Read Data: 00000e6b | Data Match
# Address: 000008d6 | Write Data: 00006054 | Read Data: 00006054 | Data Match
# Address: 000008d7 | Write Data: 00005fc0 | Read Data: 00005fc0 | Data Match
# Address: 000008d8 | Write Data: 0000ca79 | Read Data: 0000ca79 | Data Match
# Address: 000008d9 | Write Data: 00000ab6 | Read Data: 00000ab6 | Data Match
# Address: 000008da | Write Data: 0000e72b | Read Data: 0000e72b | Data Match
# Address: 000008db | Write Data: 00009b0a | Read Data: 00009b0a | Data Match
# Address: 000008dc | Write Data: 000002b8 | Read Data: 000002b8 | Data Match
# Address: 000008dd | Write Data: 00000b50 | Read Data: 00000b50 | Data Match
# Address: 000008de | Write Data: 0000aee1 | Read Data: 0000aee1 | Data Match
# Address: 000008df | Write Data: 000079ea | Read Data: 000079ea | Data Match
# Address: 000008e0 | Write Data: 0000ed62 | Read Data: 0000ed62 | Data Match
# Address: 000008e1 | Write Data: 0000c618 | Read Data: 0000c618 | Data Match
# Address: 000008e2 | Write Data: 000097d6 | Read Data: 000097d6 | Data Match
# Address: 000008e3 | Write Data: 0000680a | Read Data: 0000680a | Data Match
# Address: 000008e4 | Write Data: 000082bc | Read Data: 000082bc | Data Match
# Address: 000008e5 | Write Data: 00009fe0 | Read Data: 00009fe0 | Data Match
# Address: 000008e6 | Write Data: 0000b509 | Read Data: 0000b509 | Data Match
# Address: 000008e7 | Write Data: 000001cf | Read Data: 000001cf | Data Match
# Address: 000008e8 | Write Data: 000093fb | Read Data: 000093fb | Data Match
# Address: 000008e9 | Write Data: 0000e3f9 | Read Data: 0000e3f9 | Data Match
# Address: 000008ea | Write Data: 00005ce6 | Read Data: 00005ce6 | Data Match
# Address: 000008eb | Write Data: 000001db | Read Data: 000001db | Data Match
# Address: 000008ec | Write Data: 000005cf | Read Data: 000005cf | Data Match
# Address: 000008ed | Write Data: 00005ca0 | Read Data: 00005ca0 | Data Match
# Address: 000008ee | Write Data: 00007024 | Read Data: 00007024 | Data Match
# Address: 000008ef | Write Data: 00005266 | Read Data: 00005266 | Data Match
# Address: 000008f0 | Write Data: 0000971e | Read Data: 0000971e | Data Match
# Address: 000008f1 | Write Data: 0000eef1 | Read Data: 0000eef1 | Data Match
# Address: 000008f2 | Write Data: 0000696f | Read Data: 0000696f | Data Match
# Address: 000008f3 | Write Data: 000016cd | Read Data: 000016cd | Data Match
# Address: 000008f4 | Write Data: 0000cd43 | Read Data: 0000cd43 | Data Match
# Address: 000008f5 | Write Data: 0000ac8f | Read Data: 0000ac8f | Data Match
# Address: 000008f6 | Write Data: 0000d765 | Read Data: 0000d765 | Data Match
# Address: 000008f7 | Write Data: 0000b6d3 | Read Data: 0000b6d3 | Data Match
# Address: 000008f8 | Write Data: 0000db6d | Read Data: 0000db6d | Data Match
# Address: 000008f9 | Write Data: 0000dc59 | Read Data: 0000dc59 | Data Match
# Address: 000008fa | Write Data: 0000b627 | Read Data: 0000b627 | Data Match
# Address: 000008fb | Write Data: 0000b612 | Read Data: 0000b612 | Data Match
# Address: 000008fc | Write Data: 0000dba5 | Read Data: 0000dba5 | Data Match
# Address: 000008fd | Write Data: 00004bed | Read Data: 00004bed | Data Match
# Address: 000008fe | Write Data: 00005a6b | Read Data: 00005a6b | Data Match
# Address: 000008ff | Write Data: 0000b2eb | Read Data: 0000b2eb | Data Match
# Address: 00000900 | Write Data: 00009cd5 | Read Data: 00009cd5 | Data Match
# Address: 00000901 | Write Data: 00007161 | Read Data: 00007161 | Data Match
# Address: 00000902 | Write Data: 0000ba33 | Read Data: 0000ba33 | Data Match
# Address: 00000903 | Write Data: 0000b924 | Read Data: 0000b924 | Data Match
# Address: 00000904 | Write Data: 00001844 | Read Data: 00001844 | Data Match
# Address: 00000905 | Write Data: 0000398d | Read Data: 0000398d | Data Match
# Address: 00000906 | Write Data: 00002fae | Read Data: 00002fae | Data Match
# Address: 00000907 | Write Data: 00006b8a | Read Data: 00006b8a | Data Match
# Address: 00000908 | Write Data: 00000b03 | Read Data: 00000b03 | Data Match
# Address: 00000909 | Write Data: 0000240c | Read Data: 0000240c | Data Match
# Address: 0000090a | Write Data: 00005629 | Read Data: 00005629 | Data Match
# Address: 0000090b | Write Data: 0000f828 | Read Data: 0000f828 | Data Match
# Address: 0000090c | Write Data: 00002519 | Read Data: 00002519 | Data Match
# Address: 0000090d | Write Data: 00009a5a | Read Data: 00009a5a | Data Match
# Address: 0000090e | Write Data: 00003744 | Read Data: 00003744 | Data Match
# Address: 0000090f | Write Data: 0000ae7e | Read Data: 0000ae7e | Data Match
# Address: 00000910 | Write Data: 00002761 | Read Data: 00002761 | Data Match
# Address: 00000911 | Write Data: 0000fadc | Read Data: 0000fadc | Data Match
# Address: 00000912 | Write Data: 00009fd2 | Read Data: 00009fd2 | Data Match
# Address: 00000913 | Write Data: 0000c375 | Read Data: 0000c375 | Data Match
# Address: 00000914 | Write Data: 00003ba8 | Read Data: 00003ba8 | Data Match
# Address: 00000915 | Write Data: 000036a0 | Read Data: 000036a0 | Data Match
# Address: 00000916 | Write Data: 000063ee | Read Data: 000063ee | Data Match
# Address: 00000917 | Write Data: 0000f47b | Read Data: 0000f47b | Data Match
# Address: 00000918 | Write Data: 00003cf2 | Read Data: 00003cf2 | Data Match
# Address: 00000919 | Write Data: 00009fff | Read Data: 00009fff | Data Match
# Address: 0000091a | Write Data: 00008a94 | Read Data: 00008a94 | Data Match
# Address: 0000091b | Write Data: 00004c28 | Read Data: 00004c28 | Data Match
# Address: 0000091c | Write Data: 000030ea | Read Data: 000030ea | Data Match
# Address: 0000091d | Write Data: 0000f929 | Read Data: 0000f929 | Data Match
# Address: 0000091e | Write Data: 0000798c | Read Data: 0000798c | Data Match
# Address: 0000091f | Write Data: 000096cc | Read Data: 000096cc | Data Match
# Address: 00000920 | Write Data: 0000e888 | Read Data: 0000e888 | Data Match
# Address: 00000921 | Write Data: 000020fa | Read Data: 000020fa | Data Match
# Address: 00000922 | Write Data: 00007b48 | Read Data: 00007b48 | Data Match
# Address: 00000923 | Write Data: 0000fb5e | Read Data: 0000fb5e | Data Match
# Address: 00000924 | Write Data: 00009c79 | Read Data: 00009c79 | Data Match
# Address: 00000925 | Write Data: 000082fd | Read Data: 000082fd | Data Match
# Address: 00000926 | Write Data: 0000f77a | Read Data: 0000f77a | Data Match
# Address: 00000927 | Write Data: 0000c35d | Read Data: 0000c35d | Data Match
# Address: 00000928 | Write Data: 0000d365 | Read Data: 0000d365 | Data Match
# Address: 00000929 | Write Data: 0000c02c | Read Data: 0000c02c | Data Match
# Address: 0000092a | Write Data: 0000eb5c | Read Data: 0000eb5c | Data Match
# Address: 0000092b | Write Data: 0000cb57 | Read Data: 0000cb57 | Data Match
# Address: 0000092c | Write Data: 0000f876 | Read Data: 0000f876 | Data Match
# Address: 0000092d | Write Data: 0000dcbe | Read Data: 0000dcbe | Data Match
# Address: 0000092e | Write Data: 0000b961 | Read Data: 0000b961 | Data Match
# Address: 0000092f | Write Data: 00002f1f | Read Data: 00002f1f | Data Match
# Address: 00000930 | Write Data: 0000a834 | Read Data: 0000a834 | Data Match
# Address: 00000931 | Write Data: 0000c092 | Read Data: 0000c092 | Data Match
# Address: 00000932 | Write Data: 0000546d | Read Data: 0000546d | Data Match
# Address: 00000933 | Write Data: 0000bbc8 | Read Data: 0000bbc8 | Data Match
# Address: 00000934 | Write Data: 00005a6e | Read Data: 00005a6e | Data Match
# Address: 00000935 | Write Data: 0000e7bd | Read Data: 0000e7bd | Data Match
# Address: 00000936 | Write Data: 0000bdf5 | Read Data: 0000bdf5 | Data Match
# Address: 00000937 | Write Data: 0000b0c9 | Read Data: 0000b0c9 | Data Match
# Address: 00000938 | Write Data: 00002a1c | Read Data: 00002a1c | Data Match
# Address: 00000939 | Write Data: 00003db2 | Read Data: 00003db2 | Data Match
# Address: 0000093a | Write Data: 0000edbc | Read Data: 0000edbc | Data Match
# Address: 0000093b | Write Data: 0000e618 | Read Data: 0000e618 | Data Match
# Address: 0000093c | Write Data: 00005afd | Read Data: 00005afd | Data Match
# Address: 0000093d | Write Data: 00002e9d | Read Data: 00002e9d | Data Match
# Address: 0000093e | Write Data: 0000792f | Read Data: 0000792f | Data Match
# Address: 0000093f | Write Data: 00009f9f | Read Data: 00009f9f | Data Match
# Address: 00000940 | Write Data: 0000f5bb | Read Data: 0000f5bb | Data Match
# Address: 00000941 | Write Data: 0000e883 | Read Data: 0000e883 | Data Match
# Address: 00000942 | Write Data: 0000e848 | Read Data: 0000e848 | Data Match
# Address: 00000943 | Write Data: 0000e3e0 | Read Data: 0000e3e0 | Data Match
# Address: 00000944 | Write Data: 0000b3cd | Read Data: 0000b3cd | Data Match
# Address: 00000945 | Write Data: 000043bf | Read Data: 000043bf | Data Match
# Address: 00000946 | Write Data: 000000da | Read Data: 000000da | Data Match
# Address: 00000947 | Write Data: 00003e4e | Read Data: 00003e4e | Data Match
# Address: 00000948 | Write Data: 00006ede | Read Data: 00006ede | Data Match
# Address: 00000949 | Write Data: 000073b8 | Read Data: 000073b8 | Data Match
# Address: 0000094a | Write Data: 00009f9c | Read Data: 00009f9c | Data Match
# Address: 0000094b | Write Data: 0000694b | Read Data: 0000694b | Data Match
# Address: 0000094c | Write Data: 0000a349 | Read Data: 0000a349 | Data Match
# Address: 0000094d | Write Data: 0000806a | Read Data: 0000806a | Data Match
# Address: 0000094e | Write Data: 0000792c | Read Data: 0000792c | Data Match
# Address: 0000094f | Write Data: 00009fb5 | Read Data: 00009fb5 | Data Match
# Address: 00000950 | Write Data: 000020ec | Read Data: 000020ec | Data Match
# Address: 00000951 | Write Data: 00000a7f | Read Data: 00000a7f | Data Match
# Address: 00000952 | Write Data: 000006a4 | Read Data: 000006a4 | Data Match
# Address: 00000953 | Write Data: 0000fb64 | Read Data: 0000fb64 | Data Match
# Address: 00000954 | Write Data: 0000a1c0 | Read Data: 0000a1c0 | Data Match
# Address: 00000955 | Write Data: 0000f44c | Read Data: 0000f44c | Data Match
# Address: 00000956 | Write Data: 00006f19 | Read Data: 00006f19 | Data Match
# Address: 00000957 | Write Data: 00003659 | Read Data: 00003659 | Data Match
# Address: 00000958 | Write Data: 0000b81a | Read Data: 0000b81a | Data Match
# Address: 00000959 | Write Data: 0000e967 | Read Data: 0000e967 | Data Match
# Address: 0000095a | Write Data: 00000f9f | Read Data: 00000f9f | Data Match
# Address: 0000095b | Write Data: 00008448 | Read Data: 00008448 | Data Match
# Address: 0000095c | Write Data: 000019d9 | Read Data: 000019d9 | Data Match
# Address: 0000095d | Write Data: 0000af4e | Read Data: 0000af4e | Data Match
# Address: 0000095e | Write Data: 0000af72 | Read Data: 0000af72 | Data Match
# Address: 0000095f | Write Data: 0000a00c | Read Data: 0000a00c | Data Match
# Address: 00000960 | Write Data: 00001256 | Read Data: 00001256 | Data Match
# Address: 00000961 | Write Data: 00001c17 | Read Data: 00001c17 | Data Match
# Address: 00000962 | Write Data: 00003304 | Read Data: 00003304 | Data Match
# Address: 00000963 | Write Data: 000084f1 | Read Data: 000084f1 | Data Match
# Address: 00000964 | Write Data: 0000df6c | Read Data: 0000df6c | Data Match
# Address: 00000965 | Write Data: 0000791b | Read Data: 0000791b | Data Match
# Address: 00000966 | Write Data: 0000cb84 | Read Data: 0000cb84 | Data Match
# Address: 00000967 | Write Data: 00006541 | Read Data: 00006541 | Data Match
# Address: 00000968 | Write Data: 00002713 | Read Data: 00002713 | Data Match
# Address: 00000969 | Write Data: 0000611a | Read Data: 0000611a | Data Match
# Address: 0000096a | Write Data: 0000777d | Read Data: 0000777d | Data Match
# Address: 0000096b | Write Data: 00006aef | Read Data: 00006aef | Data Match
# Address: 0000096c | Write Data: 00007b45 | Read Data: 00007b45 | Data Match
# Address: 0000096d | Write Data: 0000a2dd | Read Data: 0000a2dd | Data Match
# Address: 0000096e | Write Data: 0000be02 | Read Data: 0000be02 | Data Match
# Address: 0000096f | Write Data: 00001ad9 | Read Data: 00001ad9 | Data Match
# Address: 00000970 | Write Data: 00001683 | Read Data: 00001683 | Data Match
# Address: 00000971 | Write Data: 0000ad60 | Read Data: 0000ad60 | Data Match
# Address: 00000972 | Write Data: 0000750c | Read Data: 0000750c | Data Match
# Address: 00000973 | Write Data: 00001124 | Read Data: 00001124 | Data Match
# Address: 00000974 | Write Data: 00007e7f | Read Data: 00007e7f | Data Match
# Address: 00000975 | Write Data: 00006dcd | Read Data: 00006dcd | Data Match
# Address: 00000976 | Write Data: 00001fd9 | Read Data: 00001fd9 | Data Match
# Address: 00000977 | Write Data: 00003521 | Read Data: 00003521 | Data Match
# Address: 00000978 | Write Data: 00009f1f | Read Data: 00009f1f | Data Match
# Address: 00000979 | Write Data: 00007a6d | Read Data: 00007a6d | Data Match
# Address: 0000097a | Write Data: 00008b59 | Read Data: 00008b59 | Data Match
# Address: 0000097b | Write Data: 0000e5ca | Read Data: 0000e5ca | Data Match
# Address: 0000097c | Write Data: 00008c79 | Read Data: 00008c79 | Data Match
# Address: 0000097d | Write Data: 0000d5a3 | Read Data: 0000d5a3 | Data Match
# Address: 0000097e | Write Data: 0000b028 | Read Data: 0000b028 | Data Match
# Address: 0000097f | Write Data: 0000f7be | Read Data: 0000f7be | Data Match
# Address: 00000980 | Write Data: 00001603 | Read Data: 00001603 | Data Match
# Address: 00000981 | Write Data: 0000b152 | Read Data: 0000b152 | Data Match
# Address: 00000982 | Write Data: 00005b7d | Read Data: 00005b7d | Data Match
# Address: 00000983 | Write Data: 0000ac92 | Read Data: 0000ac92 | Data Match
# Address: 00000984 | Write Data: 00000973 | Read Data: 00000973 | Data Match
# Address: 00000985 | Write Data: 0000c7b5 | Read Data: 0000c7b5 | Data Match
# Address: 00000986 | Write Data: 0000ecd1 | Read Data: 0000ecd1 | Data Match
# Address: 00000987 | Write Data: 0000899e | Read Data: 0000899e | Data Match
# Address: 00000988 | Write Data: 000063c8 | Read Data: 000063c8 | Data Match
# Address: 00000989 | Write Data: 0000af96 | Read Data: 0000af96 | Data Match
# Address: 0000098a | Write Data: 0000aefb | Read Data: 0000aefb | Data Match
# Address: 0000098b | Write Data: 0000601f | Read Data: 0000601f | Data Match
# Address: 0000098c | Write Data: 00003ad2 | Read Data: 00003ad2 | Data Match
# Address: 0000098d | Write Data: 0000af24 | Read Data: 0000af24 | Data Match
# Address: 0000098e | Write Data: 00006e3b | Read Data: 00006e3b | Data Match
# Address: 0000098f | Write Data: 0000ae9d | Read Data: 0000ae9d | Data Match
# Address: 00000990 | Write Data: 00005ebd | Read Data: 00005ebd | Data Match
# Address: 00000991 | Write Data: 00000397 | Read Data: 00000397 | Data Match
# Address: 00000992 | Write Data: 0000f380 | Read Data: 0000f380 | Data Match
# Address: 00000993 | Write Data: 00003574 | Read Data: 00003574 | Data Match
# Address: 00000994 | Write Data: 0000cc02 | Read Data: 0000cc02 | Data Match
